client_id,age,monthly_income,gender,governorate,education_level,employment_sector,preferred_channel,risk_tolerance,satisfaction_score,digital_engagement_score,age_group,income_quintile,digital_adoption,risk_income_ratio
R_005,1.3067865461852062,-0.17838965998566755,1,0,1,2,0,-0.7047376894963786,-1.4174586163328968,-1.5386005708998631,elderly,Q3,0.08629089108150483,2.0693563604069163
R_001,-1.6555610563732164,0.33351674870575904,0,2,2,2,2,-0.5267615694128958,0.2506590718979185,0.556875414160463,young,Q3,0.7546048882483849,2.593946246039057
R_002,-0.9289474934815278,-0.18532988092743533,0,2,0,2,1,1.0059318259424994,-1.1005438509451186,-0.40732400408620756,young_adult,Q3,0.5021898407193524,6.330959800886085
R_003,-0.25822728158150765,0.2533110420083618,0,1,0,2,2,-0.3182433187481974,-1.0588709597527637,-1.5712316495742706,middle_age,Q3,0.21536117680190764,3.1168362096778472
R_004,0.1330261753601708,0.334416056115863,0,0,1,0,1,1.3800733498205178,0.8939032929207645,-0.23791392805548892,middle_age,Q4,0.44355163075166437,7.5011418483355214
R_005,-0.20233393058983928,0.22302653802992567,0,3,1,2,2,0.135825219185284,0.8192503565426205,1.0062017907012242,middle_age,Q3,0.7171128024759943,4.2728935421343275
R_001,0.3565995793268442,-0.005967984455508471,1,0,2,2,1,-1.075046520047383,1.7030443817491898,-1.014600254682722,senior,Q3,0.27154036238576146,1.159706832594435
R_002,-0.8171607914981911,1.5711679975321284,0,3,1,1,0,-1.2591459813787187,-0.015476963676079591,-0.42976068435012277,young_adult,Q5,0.48810252848368857,0.7465785712856365
R_003,1.0273197912268643,0.44208472297093376,0,2,2,0,1,1.0842084528341505,0.44581405855087797,-0.2528490009293638,elderly,Q4,0.36319681171921525,6.777654227231662
R_004,-1.2643075994315378,-1.259184595576981,1,1,0,2,0,-0.9703199809742307,-0.6768243575304463,1.374397474340178,young,Q1,0.8814165469332363,1.2323252710951853
R_005,0.2448128773435075,-0.04916007464859725,0,2,1,2,0,1.353741688850991,-1.2282266615968709,0.5335867547452815,senior,Q3,0.5855114112238686,7.265793768140119
R_001,1.753933354118553,1.5602323830778426,0,0,2,0,0,-0.6386983229784131,1.8287018394355847,-1.5334692169426611,elderly,Q5,0.048589772906150644,2.426190908142011
R_002,1.753933354118553,1.4406293046486816,0,3,2,0,2,0.6207056739517237,-0.8163275887661957,-0.8502453225602331,elderly,Q5,0.18287631407027896,5.8128647794496136
R_003,0.4683862813101809,-1.5966351779160117,0,3,2,1,2,-0.013814548394681343,-0.11226765816449039,0.20568217667249497,senior,Q1,0.5017074629568048,2.9460017543665633
R_004,0.5242796323018493,1.5571736680694026,0,1,1,2,0,-1.4610767530631872,-0.9606481880080334,1.2326124358004238,senior,Q5,0.6987102193770008,0.19955973062417967
R_005,-0.37001398356484433,1.1433301229878305,1,1,0,1,1,-0.43631784694226955,-1.3175534881761881,-1.1240547390035351,middle_age,Q5,0.3129304879695822,2.930977705226876
R_001,-0.7053740895148544,-0.7023459325751531,0,3,2,2,2,-0.40941392020325335,0.22840588722376282,1.7639591351498318,young_adult,Q2,0.9095971586809585,2.6788826120359324
R_002,0.4683862813101809,-0.5571639993550037,0,0,1,0,2,-1.2247143950239054,0.15672460248869693,-1.247558625387869,senior,Q2,0.21607535554395096,0.7491576492251624
R_003,-1.3202009504232062,0.660133253982921,1,3,0,2,0,-0.7641848140120702,0.4473609400765201,-0.0003187101294716512,young,Q4,0.6160570346037338,2.0153025136838565
R_004,-0.7612674405065227,-1.4655154171836466,1,3,2,2,2,-1.3141312958972877,-0.4408632455347804,1.3409560660540685,young_adult,Q1,0.8312953056267037,0.4539374292505721
R_005,-0.03465387761483423,-1.618097465328431,1,2,2,2,0,0.726763004911171,0.7094610352783897,0.8331540657380968,middle_age,Q1,0.668584425580794,4.323468574067977
R_001,0.5801729832935176,0.6373184869598106,1,3,2,2,2,-0.18961937294762118,1.217101450428754,-1.5152204839755694,senior,Q4,0.15378943480788665,3.5142221994912526
R_002,-1.599667705381548,-0.8508038786167277,0,0,1,0,2,-0.9187768981211877,-0.7131250360364804,0.46614018512505057,young,Q2,0.7319323174178596,1.4409069591152863
R_003,1.6980400031268845,-0.7356763959324741,1,0,1,2,2,-1.5146281983307568,-0.5410776037114886,0.39460121467271264,elderly,Q2,0.4323875785860467,0.047815557858777225
R_004,-0.7053740895148544,1.0154357043911104,1,1,2,1,2,-0.10338846407020427,1.920492851298635,-0.3294716296930136,young_adult,Q4,0.49813675911248634,3.800483229245963
R_005,-0.14644057959817094,-0.2415302789455614,0,1,0,1,1,1.6384447103971072,1.4682622735634598,-0.08101762902788608,middle_age,Q3,0.49858289059923944,7.8743618531316475
R_001,-1.6555610563732164,0.4948239099448346,1,3,1,2,1,-1.0528753952546528,-0.4583265237939501,0.24126288004386856,young,Q4,0.6925717598653782,1.2504342171024911
R_002,1.4744665991602113,-0.4672032394550981,0,2,1,2,0,-0.1641965204904857,-0.5120893904852984,-1.4579891502588627,elderly,Q2,0.08761880518826992,3.3390219448100944
R_003,-1.3202009504232062,-1.4511288394093487,1,0,0,1,1,-1.07725626785813,0.26617927646972617,0.3580006350388188,young,Q1,0.6864841169854747,0.9461312852936347
R_004,-0.5935873875315177,-0.26105296950530665,0,1,1,1,1,1.3400014556831643,1.2332246866437435,-1.510909805458343,middle_age,Q2,0.25624959485961557,7.123248251940942
R_005,-0.03465387761483423,-1.0049027828283852,1,0,2,0,1,-1.0019951996132248,-0.2355271347941285,1.7971188488254914,middle_age,Q2,0.8580501301458315,1.2196772518070087
R_001,-0.03465387761483423,1.5428825366177823,0,3,2,2,1,-0.14736290765875987,-1.103272467097201,0.3106497121051964,middle_age,Q5,0.5658870477966289,3.754361282253821
R_002,-0.03465387761483423,1.4866000619309148,0,3,2,2,2,0.9807830552498141,-0.1301682523448445,-1.1483238303245917,middle_age,Q5,0.27912817962213965,6.794427863844526
R_003,-1.4878810033982113,-1.154938897470671,0,3,0,1,2,0.5085153830838649,1.3632490322218769,0.8292615432187631,young,Q1,0.7936258082465737,4.559017964999778
R_004,1.2508931951935378,0.40545972065040325,0,0,2,2,1,1.251054322937092,-0.22660672189032588,1.4154678389537279,elderly,Q4,0.6717469245719743,7.195934907570869
R_005,-1.2643075994315378,-0.04440127333098462,1,2,2,0,0,-0.998964581426878,-0.8616019417581605,1.7091143438715166,young,Q3,0.9472046012565957,1.3482356425579198
R_001,-0.37001398356484433,0.09380414188646485,0,1,1,2,1,-1.0116088520875968,-1.4789537018853762,-0.30100287000980475,middle_age,Q3,0.4746999892920494,1.3280090573205645
R_002,0.6919596852768543,0.8328333940474919,0,2,0,0,0,-1.0900362994061799,0.2894909241177764,-0.7144116685462458,senior,Q4,0.3015096809064073,1.1720365430931834
R_003,-1.5437743543898796,-0.5767898894750613,0,2,2,0,1,1.2550797123492912,0.26508241678433603,-0.6652466975595149,young,Q2,0.5047213627950162,6.727697749161082
R_004,1.6980400031268845,0.24233120518907725,1,3,0,2,1,0.034177210806352394,-0.09944756978054561,-1.184211340557484,elderly,Q3,0.12207454806769366,4.0172820595003
R_005,0.5801729832935176,-0.16888208327056042,0,2,2,1,1,-0.38459967294540354,1.3438061333895517,1.598941259166873,senior,Q3,0.7658728419467087,2.8694318785244546
R_001,0.9714264402351961,-1.633884960529735,1,0,1,0,0,1.1032720438918113,-0.04388871835250969,-0.1949058109765294,senior,Q1,0.379424160796923,4.990577297794202
R_002,1.139106493210201,-0.9704796171086979,0,3,0,2,2,-1.021961688470603,-0.3707061013161679,-0.22113968024108244,elderly,Q2,0.3597518075841961,1.1800602634612636
R_003,-1.3760943014148745,0.6465004104855508,1,0,0,0,0,0.5055729773899359,1.7383454091950785,0.11338654236452508,young,Q4,0.643244326049381,5.332656532473054
R_004,-1.431987652406543,-0.9447493321110231,1,1,2,0,1,0.8932641908629524,1.6541329462004455,-1.096769007690572,young,Q2,0.4102289377896019,5.607994656379857
R_005,0.6919596852768543,0.6788465270599344,1,2,1,2,2,0.27602508733581477,0.7657241571065018,1.2678582576705844,senior,Q4,0.691121599098969,4.739729824106197
R_001,-0.37001398356484433,0.8372616423342244,0,0,1,2,1,-0.7738026938771018,-0.8716145718932053,1.4214401434047872,middle_age,Q4,0.8132433519079585,2.0057691672383497
R_002,-1.4878810033982113,-1.1496522662468918,1,3,1,1,2,1.7353761616671437,1.0626809008744507,0.8580041589536027,young,Q1,0.7992751224505656,7.303727349282263
R_003,1.6421466521352162,0.3686629969611297,0,0,1,0,1,1.5334113965383451,-0.8340595624624907,0.30620745527718346,elderly,Q4,0.4198526391459257,7.910095833542792
R_004,-1.431987652406543,0.1590697702280728,0,2,0,0,0,-0.9917602835441036,-1.208478063278553,-0.13929536988426797,young,Q3,0.598418818345616,1.3837796297270173
R_005,1.6421466521352162,-0.6737567657866868,0,3,1,2,0,-0.5603019193336155,0.8493515047321025,0.6036416908432399,elderly,Q2,0.47831285262260115,2.3268689289653213
R_001,1.139106493210201,-1.1667732494978966,0,3,0,1,1,-0.24596264160408055,-0.04388758651212011,0.0077116491468697985,elderly,Q1,0.40473216280449964,2.8690735233565574
R_002,-1.3760943014148745,0.5468106425286496,1,2,2,1,2,0.2825492736168223,-1.500513014158933,-1.6180848673085715,young,Q4,0.3029264468865797,4.727481014549658
R_003,-0.37001398356484433,0.7735479773318167,0,2,0,1,1,1.2477751042944911,1.247418348752166,-0.49848253855064373,middle_age,Q4,0.4358856828009709,7.314035956883635
R_004,0.636066334285186,1.4133515080411754,0,1,1,2,0,0.801403991577387,-0.9217787788265128,0.2305219834002178,senior,Q5,0.49207355738903263,6.294304711952171
R_005,0.5801729832935176,-0.8915375724047948,1,2,2,2,2,-0.5769976460030608,-0.4608463673216694,-1.546189469023119,senior,Q2,0.14770253134974848,2.2284750402180684
R_001,0.9714264402351961,1.3429995377289439,0,3,2,0,2,1.453490309314959,1.6357184450577271,-1.095193727437788,senior,Q5,0.2024740404228082,8.031565502767277
R_002,0.07713282436850247,-0.29096001589291104,1,0,1,1,2,-0.7857450031355376,-1.2409282750941264,0.05639776891660002,middle_age,Q2,0.5062368240422648,1.8517386892706158
R_003,-0.37001398356484433,-1.4155446237071625,0,1,0,2,2,-0.9493204263263081,0.09619500663566746,1.5040490994902564,middle_age,Q1,0.8294800073778675,1.2252950232504514
R_004,-0.9848408444731962,1.6970634070487511,1,1,0,0,0,-0.341421748665502,-0.6145981868725278,-0.7571933829436924,young_adult,Q5,0.43826229509991654,3.2452280604217476
R_005,1.418573248168543,-0.9327030029972436,0,1,2,2,2,1.0735566777340722,0.47570286905130654,1.1921580811521306,elderly,Q2,0.613339627168795,6.034676709774478
R_001,-0.8730541424898595,1.0913649114724786,0,1,0,2,1,-0.46447799095599823,0.018413594666747184,0.03636765828896941,young_adult,Q5,0.5845580030111595,2.850193422378968
R_002,-1.2643075994315378,-1.1634990495373685,0,2,1,1,0,-0.7747190009565441,1.6598678005916083,-1.739782235108416,young,Q1,0.269329608546268,1.6930785481484436
R_003,1.418573248168543,-0.9036542167557146,1,1,0,1,1,1.1984521838751019,-0.7293675916848787,-0.2878965894633153,elderly,Q2,0.3224372976616945,6.349016606137745
R_004,0.3565995793268442,0.10750629329982003,0,3,2,1,2,-0.04760121597713677,-0.8741226146071169,-0.3182650880831317,senior,Q3,0.4084039027016767,3.778123416857021
R_005,-0.03465387761483423,-1.051362322659979,1,0,2,0,2,-0.48595907033585467,0.2997814093104608,1.6530919096593357,middle_age,Q2,0.8297418703585158,2.383365458895163
R_001,0.2448128773435075,0.40447265156159146,0,1,2,2,0,1.047379714033347,1.7060047641811635,-0.5845922830876863,senior,Q4,0.3657351466238873,6.669496159483171
R_002,1.3067865461852062,1.340272379752161,1,3,2,0,2,-1.4930948841955984,-0.6850574830267356,1.260959382206141,elderly,Q5,0.6365398299363628,0.11205186392168677
R_003,-1.431987652406543,0.1766555406228639,0,2,1,2,2,1.211968030304788,1.8631902348494938,-0.302635080904542,young,Q3,0.5663146647760346,7.006644115661644
R_004,-0.37001398356484433,-1.4901743174577458,1,1,0,1,0,0.2703906672667658,-1.1425920877356528,1.6383913653882438,middle_age,Q1,0.8558847604433311,3.67882654412389
R_005,1.1949998442018694,1.4236345614651602,0,0,2,2,1,-1.5244201375499398,-1.6140772920401956,0.9310472306062654,elderly,Q5,0.5813735544341759,0.027948018530140402
R_001,0.07713282436850247,0.9852547995842758,0,1,2,1,2,1.0955103150573986,-1.476561018770523,0.8230433736432878,middle_age,Q4,0.6569197661991488,6.975266042417065
R_002,0.1330261753601708,0.03168562289118746,1,0,2,0,0,0.16203644610803783,1.423201413757513,1.141730517728988,middle_age,Q3,0.7147184944752513,4.290561745719516
R_003,0.6919596852768543,0.7846717758178274,0,2,2,2,1,1.7463521939480713,0.06275413323176475,-1.6564384734756072,senior,Q4,0.11635585013735195,8.628736574251214
R_004,-0.8730541424898595,1.2837571081943353,0,3,2,2,2,-0.6509552864838752,1.6774590379776615,0.7513652716060951,young_adult,Q5,0.7250896167653185,2.370483544261599
R_005,-0.09054722860650258,-0.7073790484721099,0,3,0,0,1,-0.9937860097626392,0.6129738070344305,-0.737271408860261,middle_age,Q2,0.3647585717471981,1.2871130511646822
R_001,-0.6494807385231861,1.5446107943499632,1,1,1,0,2,-0.5306763670502045,-1.6090884508531393,-1.150616782800191,middle_age,Q5,0.33190331000762885,2.7172734930241673
R_002,-0.7612674405065227,-0.5014504737115763,1,0,2,0,2,-0.44619748086740235,-0.13246565311038308,0.4225798037133663,young_adult,Q2,0.650789950396925,2.6438406544227187
R_003,-1.2643075994315378,-0.02959223117260687,0,0,2,1,2,-1.0808642897889114,-0.1781481773111684,-0.4549400121812471,young,Q3,0.5218632501199092,1.143273984387586
R_004,-1.2084142484398697,-0.006667772798543739,0,3,1,1,0,-1.138613199461507,0.9128055705112317,-1.2098591285682085,young_adult,Q3,0.3686464204267676,0.9993140745600104
R_005,-0.37001398356484433,-0.7564824113522646,0,3,2,0,1,1.6769164233393392,1.0492329488863572,0.23664620501321432,middle_age,Q2,0.5803740373435969,7.598902020726566
