agent_id,client_type,satisfaction_level,age,income,products,status,preferred_channel,governorate
152,retail,0.6317332012646584,60,610.71,2,active,branch,Sfax
153,retail,0.6559377957792457,43,1241.17,1,active,branch,Sfax
154,retail,0.8197333889330464,38,1630.92,3,active,branch,Tunis
155,retail,0.5580299428698005,30,718.69,1,active,branch,Manouba
156,retail,0.5928608249479153,39,2730.9,2,active,branch,Tunis
157,retail,0.40002247596078,33,611.89,1,active,branch,Sfax
158,retail,0.5257984138188393,30,2051.46,2,active,branch,Tunis
159,retail,0.6449010358210053,31,962.3412948533651,7,active,branch,Tunis
160,retail,0.5917281359292806,43,459.5,2,active,branch,Monastir
161,retail,0.6547688717720481,36,1330.24,2,active,branch,Tunis
162,retail,0.6149005142002398,42,582.06,1,active,branch,Gafsa
163,retail,0.8478490751041927,24,494.24,6,active,branch,Sousse
164,retail,0.5721244546025434,18,775.82,2,active,branch,Mahdia
165,retail,0.6659154987328827,26,699.33,1,active,branch,Sousse
166,retail,0.6705790540818493,34,706.57,1,active,branch,Monastir
167,retail,0.6221862994409342,34,931.75,1,active,branch,Monastir
168,retail,0.7430300805101139,32,957.95,3,active,branch,Sousse
169,retail,0.6967772886193888,18,637.06,2,active,branch,Sousse
170,retail,0.6568241734989739,43,822.44,3,active,branch,Ben Arous
171,retail,0.5649833548245626,26,639.21,1,active,branch,Manouba
172,retail,0.5777338754894294,28,597.62,1,active,branch,Monastir
173,retail,0.5774709721913516,18,829.88,3,active,branch,Mahdia
174,retail,0.6314449235067923,44,1174.57,1,active,branch,Manouba
175,retail,0.6221693390389448,43,634.3295732904066,1,active,branch,Tunis
176,retail,0.5624638584786672,32,632.5,1,active,branch,Manouba
177,retail,0.6541756505143558,56,825.2,1,active,branch,Gafsa
178,retail,0.6866457219674678,48,1253.61,1,active,branch,Tunis
179,retail,0.453901837774044,34,653.6,1,active,branch,Kairouan
180,retail,0.6099724253372054,43,1325.47,1,active,branch,Tunis
181,retail,0.5772791980941883,32,483.82,3,active,branch,Nabeul
182,retail,0.7138578146477038,44,1903.95,4,active,branch,Mahdia
183,retail,0.5437826097690271,42,654.01,1,active,branch,Gafsa
184,retail,0.6235860266837239,44,523.14,2,active,branch,Sousse
185,retail,0.655022016081489,31,1436.49,1,active,branch,Ben Arous
186,retail,0.47095568138557325,40,1315.19,4,active,branch,Tunis
187,retail,0.6919685587695095,18,1053.3,1,active,branch,Tunis
188,retail,0.5971324132391488,59,1953.63,1,active,branch,Monastir
189,retail,0.6986405571590117,45,547.76,7,active,branch,Nabeul
190,retail,0.6554286146008882,22,744.65,1,active,branch,Sfax
191,retail,0.6239140565859376,22,1763.73,1,active,branch,Gafsa
192,retail,0.807147597747109,37,2317.582158601303,3,active,branch,Tunis
193,retail,0.6873820436978549,45,438.26,3,active,branch,Sfax
194,retail,0.6412641246924607,48,457.88,2,active,branch,Sfax
195,retail,0.5251745214440223,32,405.75,1,active,branch,Sousse
196,retail,0.5846546275546867,38,699.56,1,active,branch,Sousse
197,retail,0.6791672139641747,44,779.99,1,active,branch,Sousse
198,retail,0.5332634138303777,42,400.0,1,active,branch,Tunis
199,retail,0.656678283724378,38,482.72,3,active,branch,Gafsa
200,retail,0.7354721273160421,35,529.48,3,active,branch,Sfax
201,retail,0.811368293050233,47,1726.27,4,active,branch,Tunis
202,retail,0.6717789819590346,45,1337.57,2,active,branch,Ben Arous
203,retail,0.7254707459115156,42,629.47,1,active,branch,Sfax
204,retail,0.5197683503630555,34,1319.01,1,active,branch,Ariana
205,retail,0.5623861192668688,32,1219.17,1,active,branch,Tunis
206,retail,0.6350778532946698,48,1456.05,1,active,branch,Ben Arous
207,retail,0.680167702522724,21,1017.55,5,active,branch,Sfax
208,retail,0.5614540582400535,56,1713.57,1,active,branch,Tunis
209,retail,0.5804860581999163,40,700.78,1,active,branch,Sousse
210,retail,0.6258996182893422,61,2027.88,2,active,branch,Tunis
211,retail,0.5538010618390383,47,488.72,2,active,branch,Kairouan
212,retail,0.5819579123620321,32,952.97,1,active,branch,Tunis
213,retail,0.644057329878432,42,760.09,1,active,branch,Sfax
214,retail,0.5339101756121789,61,1005.97,1,active,branch,Tunis
215,retail,0.5857339804764556,54,639.91,1,active,branch,Ben Arous
216,retail,0.5241504830640725,24,687.96,2,active,branch,Mahdia
217,retail,0.7329620759230553,37,1156.06,1,active,branch,Manouba
218,retail,0.5645926097177096,44,531.3,1,active,branch,Mahdia
219,retail,0.33697604011707843,30,1429.02,1,active,branch,Tunis
220,retail,0.5631795154473782,35,815.84,1,active,branch,Nabeul
221,retail,0.556999538139562,51,912.24,1,active,branch,Tunis
222,retail,0.510532030218237,18,1901.81,1,active,branch,Tunis
223,retail,0.6224717133146562,46,1837.37,2,active,branch,Tunis
224,retail,0.6764048457377791,27,1057.62,1,active,branch,Tunis
225,retail,0.5893128389325796,53,4224.09,1,active,branch,Tunis
226,retail,0.7586946576052193,39,892.84,7,active,branch,Nabeul
227,retail,0.6463810951391568,34,781.03,1,active,branch,Ariana
228,retail,0.5471473085381603,49,1004.03,1,active,branch,Sousse
229,retail,0.7255565600714065,47,762.51,2,active,branch,Tunis
230,retail,0.7159090209361446,38,649.13,1,active,branch,Sousse
231,retail,0.6645401826118881,27,1343.04,1,active,branch,Ariana
232,retail,0.6763910171466322,45,931.76,1,active,branch,Manouba
233,retail,0.6489607169271648,18,805.21,1,active,branch,Sfax
234,retail,0.7772181953328227,48,748.14,2,active,branch,Sfax
235,retail,0.6725900523569682,48,735.45,5,active,branch,Sfax
236,retail,0.7635464188166289,53,2668.37,2,active,branch,Tunis
237,retail,0.5857185938420737,22,904.32,1,active,branch,Ben Arous
238,retail,0.645139865671894,45,1161.94,2,active,branch,Tunis
239,retail,0.5615043416427712,37,1069.19,1,active,branch,Ariana
240,retail,0.5254012203245731,52,798.6,1,active,branch,Gafsa
241,retail,0.6225151293572937,42,999.74,1,active,branch,Manouba
242,retail,0.585230278884828,49,1457.72,1,active,branch,Sousse
243,retail,0.5826929417893226,30,647.24,1,active,branch,Tunis
244,retail,0.6704033498090687,26,1176.55,1,active,branch,Tunis
245,retail,0.7801652063287352,48,1623.03,2,active,branch,Tunis
246,retail,0.6690321237961501,29,985.59,1,active,branch,Nabeul
247,retail,0.5557012920069757,57,977.63,1,active,branch,Ariana
248,retail,0.5984759283109968,36,1587.85,3,active,branch,Ariana
249,retail,0.6715487839211263,39,1958.47,2,active,branch,Ariana
250,retail,0.6268276113356875,58,1628.08,1,active,branch,Kairouan
251,retail,0.6218670555988106,18,3884.2693275354986,1,active,branch,Ariana
252,retail,0.5982429047268405,44,1044.82,1,active,branch,Tunis
253,retail,0.631180738704579,41,754.45,5,active,branch,Nabeul
254,retail,0.50689129727949,52,1673.36,1,active,branch,Tunis
255,retail,0.63071649266473,25,608.93,1,active,branch,Sfax
256,retail,0.6214681513994722,48,1218.2,2,active,branch,Sfax
257,retail,0.6626177550215194,38,1434.47,1,active,branch,Ariana
258,retail,0.6072837589154051,26,1178.34,1,active,branch,Ariana
259,retail,0.5457382852136637,44,1084.28,5,active,branch,Tunis
260,retail,0.5674737837593656,24,804.01,1,active,branch,Sfax
261,retail,0.6488288581164733,38,992.41,2,active,branch,Sousse
262,retail,0.6763918797339831,50,876.13,4,active,branch,Sousse
263,retail,0.5148850513074662,33,836.21,1,active,branch,Mahdia
264,retail,0.6382410028040072,47,2458.07,1,active,branch,Tunis
265,retail,0.668090363749812,20,543.45,2,active,branch,Bizerte
266,retail,0.7116856201865801,30,819.41,2,active,branch,Ben Arous
267,retail,0.5671747524152103,52,1268.12,1,active,branch,Manouba
268,retail,0.6911628651676539,31,904.49,2,active,branch,Tunis
269,retail,0.6732818436244715,46,1222.24,1,active,branch,Tunis
270,retail,0.5978101491247312,29,1503.92,2,active,branch,Tunis
271,retail,0.5599148442642277,34,1399.4,1,active,branch,Tunis
272,retail,0.7330283156298254,53,634.69,5,active,branch,Gafsa
273,retail,0.7439958043211689,36,773.95,3,active,branch,Bizerte
274,retail,0.7785090659795345,32,826.24,1,active,branch,Tunis
275,retail,0.5409412532066448,39,2125.78,1,active,branch,Manouba
276,retail,0.5350817232981571,35,985.59,1,active,branch,Kairouan
277,retail,0.5092843324773034,41,1041.32,1,active,branch,Sfax
278,retail,0.6101379154118518,52,1043.8,2,active,branch,Tunis
279,retail,0.7348738828758282,44,692.24,3,active,branch,Sfax
280,retail,0.6184471777445796,45,1159.55,1,active,branch,Tunis
281,retail,0.6370790733187465,24,984.16,1,active,branch,Sfax
282,retail,0.6680364937776742,41,992.38,4,active,branch,Bizerte
283,retail,0.6467687752065663,34,2380.89,2,active,branch,Ariana
284,retail,0.6379498263463622,30,795.62,2,active,branch,Sousse
285,retail,0.591434717438343,27,718.11,1,active,branch,Sousse
286,retail,0.5137152158991207,46,1052.9,1,active,branch,Bizerte
287,retail,0.5837755802370447,55,489.45,2,active,branch,Gafsa
288,retail,0.5708170072787161,51,496.89,1,active,branch,Sousse
289,retail,0.7112054697953597,34,400.0,6,active,branch,Gafsa
290,retail,0.8308812549863626,31,1751.81,3,active,branch,Gafsa
291,retail,0.6845569938708337,50,629.49,1,active,branch,Bizerte
292,retail,0.5655316349304338,64,474.47,2,active,branch,Monastir
293,retail,0.622562401297199,40,1462.95,1,active,branch,Manouba
294,retail,0.6365628601640045,28,2690.05,3,active,branch,Ariana
295,retail,0.6193944447065479,37,2342.8,5,active,branch,Tunis
296,retail,0.5124931878722069,49,1632.44,1,active,branch,Tunis
297,retail,0.7254488912978782,22,1423.97,3,active,branch,Tunis
298,retail,0.6416955630081564,46,646.74,1,active,branch,Sousse
299,retail,0.6256748860804915,52,1237.99,3,active,branch,Ariana
300,retail,0.5570286164452632,48,1080.11,1,active,branch,Tunis
301,retail,0.5433504643555654,30,1301.94,1,active,branch,Kairouan
302,retail,0.689660651565075,43,558.6,7,active,branch,Bizerte
303,retail,0.7087233029696204,18,1508.94,1,active,branch,Tunis
304,retail,0.5799220942583598,61,972.36,1,active,branch,Nabeul
305,retail,0.5450814069573257,50,865.9,1,active,branch,Ariana
306,retail,0.7352078946330548,43,812.81,3,active,branch,Bizerte
307,retail,0.6054483517370072,35,2620.19,1,active,branch,Tunis
308,retail,0.6075448813553097,49,1070.56,3,active,branch,Tunis
309,retail,0.7442528896533286,30,962.05,2,active,branch,Tunis
310,retail,0.5840133642345412,41,1269.22,1,active,branch,Tunis
311,retail,0.6879424530710141,34,816.06,4,active,branch,Manouba
312,retail,0.6264909052904734,24,1030.74,1,active,branch,Mahdia
313,retail,0.6097103855163144,54,733.59,1,active,branch,Mahdia
314,retail,0.658068197527582,57,1318.48,1,active,branch,Manouba
315,retail,0.7165564017558924,19,1222.06,1,active,branch,Mahdia
316,retail,0.4596985338634352,45,732.3,1,active,branch,Nabeul
317,retail,0.5924399809035701,36,1075.74,1,active,branch,Nabeul
318,retail,0.5363639758655658,47,847.55,1,active,branch,Bizerte
319,retail,0.6116085554613617,41,579.44,4,active,branch,Sfax
320,retail,0.6832460321989983,38,1834.66507356228,2,active,branch,Mahdia
321,retail,0.5927957059993593,34,1067.65,1,active,branch,Nabeul
322,retail,0.6596511221488593,35,1414.97,3,active,branch,Mahdia
323,retail,0.7938091391049111,40,2533.24,4,active,branch,Tunis
324,retail,0.6722806664130837,43,868.87,2,active,branch,Bizerte
325,retail,0.6346178064819045,59,1000.29,1,active,branch,Sousse
326,retail,0.5249579823308602,21,1140.18,1,active,branch,Tunis
327,retail,0.6247234817150269,38,1015.74,1,active,branch,Gafsa
328,retail,0.7245758579463781,42,1647.35,1,active,branch,Tunis
329,retail,0.613426934693966,73,1615.2,1,active,branch,Tunis
330,retail,0.7046517859833232,55,1040.99,1,active,branch,Kairouan
331,retail,0.5903000799991746,63,723.55,2,active,branch,Monastir
332,retail,0.7289352940497702,32,1630.08,1,active,branch,Bizerte
333,retail,0.5231075554214758,37,1296.73,1,active,branch,Ariana
334,retail,0.560314485045555,32,400.0,1,active,branch,Sousse
335,retail,0.5962307453315256,52,2052.37,2,active,branch,Tunis
336,retail,0.5873431581482785,44,1148.39,3,active,branch,Tunis
337,retail,0.6432509573941836,19,1653.33,1,active,branch,Gafsa
338,retail,0.484379436737543,57,734.48,1,active,branch,Ariana
339,retail,0.7047954928597396,55,400.0,1,active,branch,Ben Arous
340,retail,0.53956640211099,42,470.8,4,active,branch,Sfax
341,retail,0.4872986698124559,38,742.29,1,active,branch,Tunis
342,retail,0.5528332790024348,48,1143.77,1,active,branch,Nabeul
343,retail,0.6697700748442269,31,400.0,4,active,branch,Tunis
344,retail,0.6653767980497244,34,933.88,2,active,branch,Bizerte
345,retail,0.7060535080170958,38,1100.38,1,active,branch,Sfax
346,retail,0.7241951143822559,65,600.22,2,active,branch,Bizerte
347,retail,0.7121463543597478,25,484.65,2,active,branch,Sfax
348,retail,0.5920796351046362,32,636.54,1,active,branch,Sfax
349,retail,0.7372789798012742,38,555.04,4,active,branch,Manouba
350,retail,0.6719838473436326,30,2257.942303939596,1,active,branch,Tunis
351,retail,0.569937892421034,23,828.31,1,active,branch,Sfax
352,retail,0.5862799645045026,34,937.64,3,active,branch,Sfax
353,retail,0.6468005478345263,46,455.94,1,active,branch,Sousse
354,retail,0.5709731456509434,48,619.32,1,active,branch,Sfax
355,retail,0.5686435985130576,25,1043.12,1,active,branch,Nabeul
356,retail,0.6360513569079819,26,601.1812375882014,1,active,branch,Sousse
357,retail,0.6594582431578888,43,769.84,1,active,branch,Ben Arous
358,retail,0.6019505619557152,36,877.32,1,active,branch,Sfax
359,retail,0.4676947134989142,38,1216.22,1,active,branch,Tunis
360,retail,0.663271463445463,35,880.18,4,active,branch,Tunis
361,retail,0.693636891644613,50,1586.88,1,active,branch,Sfax
362,retail,0.549465951771487,49,400.0,1,active,branch,Bizerte
363,retail,0.7345799572074343,47,918.06,2,active,branch,Tunis
364,retail,0.688001672292335,42,632.74,1,active,branch,Kairouan
365,retail,0.7424563220419906,41,959.19,2,active,branch,Tunis
366,retail,0.4476642306962536,33,2787.91,2,active,branch,Tunis
367,retail,0.38057857442572474,55,473.62,1,active,branch,Nabeul
368,retail,0.7976118749103747,34,1869.23,2,active,branch,Tunis
369,retail,0.5983284045966072,44,675.73,2,active,branch,Gafsa
370,retail,0.4422161878692855,50,1232.34,1,active,branch,Monastir
371,retail,0.594182112364323,37,972.07,2,active,branch,Ariana
372,retail,0.7122801051951735,30,685.22,1,active,branch,Tunis
373,retail,0.6989955001154684,47,1110.41,1,active,branch,Tunis
374,retail,0.6555605176514482,18,598.87,1,active,branch,Manouba
375,retail,0.6770782081113866,45,1648.34,1,active,branch,Sfax
376,retail,0.5960625196484663,29,1442.31,1,active,branch,Tunis
377,retail,0.7411054458640846,49,838.87,3,active,branch,Tunis
378,retail,0.3749770848296786,53,688.2,1,active,branch,Ben Arous
379,retail,0.7228570356698008,48,400.0,6,active,branch,Monastir
380,retail,0.5635925916157238,33,1556.05,1,active,branch,Tunis
381,retail,0.5547330488046676,26,1333.28,1,active,branch,Tunis
382,retail,0.6680360139864244,36,520.53,5,active,branch,Sfax
383,retail,0.5551638690219192,31,471.31,1,active,branch,Gafsa
384,retail,0.6747241431059042,43,553.47,1,active,branch,Ben Arous
385,retail,0.5150734987723552,24,1372.9,1,active,branch,Ben Arous
386,retail,0.6710160542586328,65,1671.8,2,active,branch,Kairouan
387,retail,0.63865014564155,45,1678.01,1,active,branch,Ben Arous
388,retail,0.627152547224928,52,1166.27,1,active,branch,Tunis
389,retail,0.7241896209755873,24,2283.06,4,active,branch,Ariana
390,retail,0.6500006595489767,38,2678.2347768300287,3,active,branch,Tunis
391,retail,0.7592709609929501,39,2157.89,3,active,branch,Mahdia
392,retail,0.6534659692482387,18,927.08,1,active,branch,Sfax
393,retail,0.6519265207502979,46,539.86,1,active,branch,Tunis
394,retail,0.6363401136597905,57,658.28,1,active,branch,Tunis
395,retail,0.5930284084069685,22,709.7,1,active,branch,Sousse
396,retail,0.671929081535664,54,1896.19,3,active,branch,Tunis
397,retail,0.5770640643918532,29,2474.99,2,active,branch,Tunis
398,retail,0.5453275133727821,52,799.59,1,active,branch,Mahdia
399,retail,0.7007601114630652,35,589.35,3,active,branch,Ben Arous
400,retail,0.711018646694809,41,905.99,4,active,branch,Tunis
401,retail,0.797620003389093,44,3417.35,3,active,branch,Tunis
402,retail,0.5667611368486707,18,916.64,3,active,branch,Monastir
403,retail,0.5938397274184518,38,1531.43,1,active,branch,Sfax
404,retail,0.6113638252553367,56,400.0,7,active,branch,Ariana
405,retail,0.5853946360758038,18,873.42,1,active,branch,Manouba
406,retail,0.7511969637150475,29,685.34,1,active,branch,Tunis
407,retail,0.5137637831017304,52,1097.99,2,active,branch,Sfax
408,retail,0.7755540173395273,31,956.77,4,active,branch,Tunis
409,retail,0.6139374000234555,24,827.64,1,active,branch,Manouba
410,retail,0.4661234496782003,31,970.76,1,active,branch,Ariana
411,retail,0.6117385854873907,42,1844.1551903921422,2,active,branch,Ariana
412,retail,0.6459683108975414,36,625.44,1,active,branch,Gafsa
413,retail,0.6358860231905962,39,842.2076452781012,1,active,branch,Sfax
414,retail,0.6060125145017679,28,1101.21,3,active,branch,Sousse
415,retail,0.6202803091729993,32,480.28,1,active,branch,Nabeul
416,retail,0.612850749462879,52,534.03,1,active,branch,Sfax
417,retail,0.6284372140418535,74,2576.3,4,active,branch,Tunis
418,retail,0.5880706863395385,51,915.56,1,active,branch,Manouba
419,retail,0.6924019860923307,33,1098.9142729870423,1,active,branch,Manouba
420,retail,0.6815645661496795,61,1315.28,7,active,branch,Tunis
421,retail,0.5240062165497755,35,986.14,1,active,branch,Sfax
422,retail,0.8246661354516021,45,826.31,1,active,branch,Kairouan
423,retail,0.6724294992467628,33,1038.9,2,active,branch,Tunis
424,retail,0.6662635104582803,30,799.15,1,active,branch,Mahdia
